IMPORTER NAME,IMPORTER ADDRESS,COUNTRY,HS CODE,PRODUCT DESCRIPTION,PRODUCT,MAPPED COMMODITY,PRICE 
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,35382140 AX HG OVERHEAD SHOWER 220 1JET AXOR BBR 35382140 AX HG OVERHEAD SHOWER 220 1JET AXOR BBR,35382140 AX HG,35382140 AX,Negotiable
PHILIPS INDIA LIMITED,PHILIPS INDIA LTD 7 JUSTICE CHANDRA MADHAB ROAD KOLKATA WEST BENGAL PIN 700020 ,India,74198090,459801356121 REPAIR CONTACT PADS TUBE BODYGUARD PARTS FOR IXR MACHINE 459801356121 REPAIR CONTACT PADS TUBE BODYGUARD PARTS FOR I,459801356121 REPAIR CONTACT,459801356121 REPAIR,Negotiable
N M ENTERPRISES,N M ENTERPRISES 304 PHOENIX BLDG 457 S V P ROAD MUMBAI PIN 400004 ,India,74102100,COPPER CLAD LAMINATES OF C GRADE IN STRIPS PANELS IN GRADECEM3 FR4 CIMS NO MIN202100564270 DTD 22 04 2025 COPPER CLAD LAMINATE,COPPER CLAD LAMINATES,COPPER CLAD,Negotiable
VOLTAS LIMITED,VOLTAS LIMITED VOLTAS HOUSE A DR BABASAHEB AMBEDKAR ROAD CHINCHPOKLI MUMBAI MAHARASHTRA PIN 400033 ,India,74111000,LWC COPPER TUBES NON GROOVED AL O 12 70 X 0 58 AS PER INV LWC COPPER TUBES NON GROOVED AL O 12 70 X 0 58 AS PER INV ,LWC COPPER TUBES,LWC COPPER,Negotiable
INDIA SEAH PRECISION METAL PRIVATE LIMITED,INDIA SEAH PRECISION METAL PVT LTD 819 INTERNATIONAL TRADE TOWER NEHRU PLACE NEW DELHI PIN 110019 ,India,74122019,RETURN BEND AJR69527955 4465 NOS CAPTIVE USE RETURN BEND AJR69527955 CAPTIVE USE ,RETURN BEND AJR69527955,RETURN BEND,Negotiable
OCTILLION POWER SYSTEMS INDIA PRIVATE LIMITED,OCTILLION POWER SYSTEMS INDIA PRIVATE LIMITEDPLOT NO 302 SECTOR 10 BHOSARI MID C ,India,74198090,Flexible busbar 1 0 01 042072 Flexible busbar 1 0 01 042072,Flexible busbar 1,Flexible busbar,Negotiable
MULTILINE ELECTRONICS PRIVATE LIMITED,MULTILINE ELECTRONICS PVT LTD PARADISE VILLA1ST FLR 22 BHULABHAI DESAI RD MUMBAI PIN 400026 ,India,74102200,COMPOSITE COPPER CLAD MATERIAL 2500 SHEETS CONSISTING OF PAPER EPOXY GLASS CLOTH 1 6MM 30 MICRON COPPER THICKNESSCOMPOSITE COPPER CLAD MATERIAL 2500 SHEETS CONSISTING OF P,COMPOSITE COPPER CLAD,COMPOSITE COPPER,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,26238990 HG HG OVERHEAD SHOWER RAINDANCE E 300 1JET WITH SHOWER ARM 390MM PGO26238990 HG HG OVERHEAD SHOWER RAINDANCE E 300 1JET WITH SHO,26238990 HG HG,26238990 HG,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,41741340 HG CORNER BASKET ADDSTORIS BBC 41741340 HG CORNER BASKET ADDSTORIS BBC,41741340 HG CORNER,41741340 HG,Negotiable
C BHOGILAL WEST END,C BHOGILAL WEST END B 1 HEM COLONY S V ROAD OPP STJOSEPHS XAVIER SCHOOLE VILE PARLE WMUMBAI MAHARASHTRA PIN 400056 ,India,74182010,11101210600 EDITION 11 TOWELK RAIL 600 MM S S FINISH 01 PC EUR 76 62 PC FOR SHOWROOM DISPLAY SANITARY FITTINGS,11101210600 EDITION 11,11101210600 EDITION,Negotiable
CONCORD ENTERPRISES,CONCORD ENTERRPRISES 101 ARUSTOMJEE RESIDENCY DAHISAR W MUMBAIMAHARASHTRA PIN 400068 ,India,74122019,WBA02M Q4 STR FEM 1 4 NO GKT 50 TOTAL QTY 200 PCS EUR 1 21 PCS BRASS FITTING FOR TP HOSES WBA02M Q4 STR FEM 1 4 NO GKT 50 TOTAL QTY 200 PCS EUR 1 21 ,WBA02M Q4 STR,WBA02M Q4,Negotiable
DHARIWAL INDUSTRIES PRIVATE LIMITED,DHARIWAL INDUSTRIES PRIVATE LIMITED MANIKCHAND HOUSE 100 101DKENNEDYRD BEHIND HOTEL LE MERIDIEN PUNE MAH PIN 411001 ,India,74152100,30008487 DISC 30008487 DISC,30008487 DISC 30008487,30008487 DISC,Negotiable
HOUSE OF WATERWAYS PRIVATE LIMITED,HOUSE OF WATERWAYS PRIVATE LIMITED143 HIRANANDANI INDL ESTATE KANJUR MARG W ,India,74182020, CP FITTINGS GUM691CR 1 PCS MADE OF BRASS THREE HOLES BASIN MIXER WITHOUT WASTE CHROME CP FITTINGS GUM691CR 1 PCS MADE OF BRASS THREE HOLES B,CP FITTINGS,CP,Negotiable
LS CABLE INDIA PRIVATE LIMITED,LS CABLE INDIA PRIVATE LIMITED PLOT NO 28 31 SECTOR 5 PHASE II GC BAWAL REWARI HARYANA PIN 123501 ,India,74091100,CU TAPE 0 095MM X 120 MM 3255 00 KGS 07 CASES FOR CAPTIVE CONSUMPTION CU TAPE 0 095MM X 120 MM 3255 00 KGS 07 CASES FOR CAPT,CU TAPE 0,CU TAPE,Negotiable
S S AMALGUS,S S AMALGUS1ST FLOOR ROOM NO 17 163 NARAYAN DHURU STREET NAGDEVI ,India,74122019,500130 PL16 04 TUBE FITTING BRASS AND PLASTIC Use for Industrial Pneumatic Automation 500130 PL16 04 TUBE FITTING BRASS AND PLASTIC Use for Indu,500130 PL16 04,500130 PL16,Negotiable
GAUTAM SOLAR PRIVATE LIMITED,GAUTAM SOLAR PRIVATE LIMITED F 33 OKHLA INDUSTRIAL AREA PHASE 1 NEW DELHI PIN 110020 ,India,74093100,TINNED COPPER INTERCONNECT SIZE 6X0 4MM BUSBAR SN60PB40 COPPER SIZE 0 35MMX6 0MM FINAL SIZE 0 4MMX6 0MM FOR MFG OF SOLATINNED COPPER INTERCONNECT BUSBAR SN60PB40 COPPER SIZE 0 4M,TINNED COPPER INTERCONNECT,TINNED COPPER,Negotiable
ASB INTERNATIONAL PRIVATE LIMITED,ASB INTERNATIONAL PVT LTD E 9 MIDC ADDITIONAL AMBERNATH VILLAGE JAMBIVILI AMBERNATH DIST THANE MAHARASHTRA PIN 421506 ,India,74122090,B M50 M40 N P BR THR CON M50 M40X1 REC34 RUBBER END SLEEVE FOR FPA34X10,B M50 M40,B M50,Negotiable
CONCORD ENTERPRISES,CONCORD ENTERRPRISES 101 ARUSTOMJEE RESIDENCY DAHISAR W MUMBAIMAHARASHTRA PIN 400068 ,India,74122019,WBA04N Q6 STR FEM 3 8 NO GKT 50 TOTAL QTY 150 PCS EUR 3 28 PCS BRASS FITTING FOR TP HOSES WBA04N Q6 STR FEM 3 8 NO GKT 50 TOTAL QTY 150 PCS EUR 3 28 ,WBA04N Q6 STR,WBA04N Q6,Negotiable
W L GORE ASSOCIATES PACIFIC PTE LTD ,W L GORE amp ASSOCIATES PACIFIC PTE LTD 215 ATRIUM A WING CHAKALA ANDHERI KURLA RD ANDHERI EAST MUMBAI PIN 400059 ,India,74153390,GORE R PROTECTIVE VENTS COUNTER NUT M12x1 5 M10510 008 LOT NO 29953450 FOR INDUSTRIAL USE GORE R PROTECTIVE VENTS,GORE R PROTECTIVE,GORE R,Negotiable
SANT INTERNATIONAL PRIVATE LIMITED,SANT INTERNATIONAL PRIVATE LIMITED OPP S S FORGINGS G T ROAD BYE PASS NEAR PATHANKOT CHOWK JALANDHAR PIN 144012 ,India,74122090,ACCESSORIES SLEEVES FOR F5 1620A 200 PCS SLEEVES FOR F5 FITTINGS,ACCESSORIES SLEEVES FOR,ACCESSORIES SLEEVES,Negotiable
C BHOGILAL WEST END,C BHOGILAL WEST END B 1 HEM COLONY S V ROAD OPP STJOSEPHS XAVIER SCHOOLE VILE PARLE WMUMBAI MAHARASHTRA PIN 400056 ,India,74182010,12402011760 EXIHIBITION SIGNAGE LABEL ILOOK MOVE 150 X 50MM S S FINISH 01 PC EUR 1 50 PC FOR SHOWROOM DISPLAY SANITARY FITTINGS,12402011760 EXIHIBITION SIGNAGE,12402011760 EXIHIBITION,Negotiable
L G ELECTRONICS INDIA LIMITED,LG ELECTRONICS INDIA PVT LTD A WING 3RD FLOOR D 3 DISTRICT CENTRE SAKET NEW DELHI PIN 110017 ,India,74111000,COPPER CAPILLARY TUBE MGE30471909 NFMIMS NO MIN202100566448 DT 26 04 2025 COPPER CAPILLARY TUBE MGE30471909 NFMIMS NO MIN2021005,COPPER CAPILLARY TUBE,COPPER CAPILLARY,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,41749000 HG TOOTHBRUSH TUMBLER ADDSTORIS CHROME 41749000 HG TOOTHBRUSH TUMBLER ADDSTORIS CHROME,41749000 HG TOOTHBRUSH,41749000 HG,Negotiable
VOLTAS LIMITED,VOLTAS LIMITED VOLTAS HOUSE A DR BABASAHEB AMBEDKAR ROAD CHINCHPOKLI MUMBAI MAHARASHTRA PIN 400033 ,India,74153990,PUS000HB028U FJ 04 65 DG4 FLARE NUT BRASS CAPTIVE CONSUMPTION PUS000HB028U FJ 04 65 DG4 P N 4700033194 FLARE NUT CA,PUS000HB028U FJ 04,PUS000HB028U FJ,Negotiable
BLUE STAR LIMITED,BLUE STAR LTD KASTURI BUILDINGS JAMSHEDJI TATA ROAD MUMBAI MAHARASHTRA PIN 400020 ,India,74111000,PLAIN COPPER TUBES 22 220MM X 1 000MM X LWC BIS NO CM L 4100176379 PLAIN COPPER TUBES,PLAIN COPPER TUBES,PLAIN COPPER,Negotiable
L G ELECTRONICS INDIA LIMITED,LG ELECTRONICS INDIA PVT LTD A WING 3RD FLOOR D 3 DISTRICT CENTRE SAKET NEW DELHI PIN 110017 ,India,74111000,COPPER CAPILLARY TUBE 5424JF2001H NFMIMS NO MIN202100566448 DT 26 04 2025 COPPER CAPILLARY TUBE 5424JF2001H NFMIMS NO MIN2021005,COPPER CAPILLARY TUBE,COPPER CAPILLARY,Negotiable
GEORG FISCHER PIPING SYSTEMS PRIVATE LIMITED,GEORG FISCHER PIPING SYSTEMS PVT LTD PLOT NO 9 B 1ST FLR KUPRI VILLAGEABV CHINA VALLEY POWAI MUMBAI M S PIN 400076 ,India,74122019,ADAPT SOCKET AG PE100 SDR11 PN16 D25 3 4 720920757 32 PCS ADAPT SOCKET,ADAPT SOCKET AG,ADAPT SOCKET,Negotiable
TURBOCHARGING INDUSTRIES AND SERVICES INDIA PRIVAT,TURBOCHARGING INDUSTRIES AND SERVICES INDIA PRIVAT Address MANEJA VILLAGE VADODARA,India,74198090,HZTL445957P0001 Coppermesh VTC304 1381252 TURBOCHARGER SPARE PARTS HZTL445957P0001 Coppermesh VTC304 1381252 TURBOCHARGER SP,HZTL445957P0001 Coppermesh VTC304,HZTL445957P0001 Coppermesh,Negotiable
KOHLER INDIA CORPORATION PRIVATE LIMITED,KOHLER INDIA CORPORATION PVT LTD 138 6 6TH A CROSS RMV EXTENSION SADASHIVANAGARBANGALORE KARNATAKA PIN 560080 ,India,74198090,WATERTILE ROUND 54 NOZZLE BODY SPRAY 8014 BV BATHROOM ACCESSORIES WATERTILE ROUND 54 NOZZLE BODY SPRAY 8014 BV BATHROOM ACC,WATERTILE ROUND 54,WATERTILE ROUND,Negotiable
PARKER HANNIFIN INDIA PRIVATE LIMITED,PARKER HANNIFIN INDIA PVT LTD PLOT NO EL 26 M I D C TTC INDUSTRIAL AREAMAHAPE NAVI MUMBAIMAHARASHTRA PIN 400709 ,India,74122019,0101 14 21 39 MALE STUD FITG 14MM X 1 2 BSPP BIMATERIAL SEAL0101 14 21 39 MALE STUD FITG 14MM X 1 2 BSPP BIMATERIAL SEA,0101 14 21,0101 14,Negotiable
INDUSTRIAL ELECTRICALS,INDUSTRIAL ELECTRICALS1D 56A   NEAR HARDWEAR CHOWK NEW INDUSTRIAL TOWNSHIP 1   FARIDABAD  FARIDABAD   HARYANA   121001 ,India,74122090,P N 7387162 ANACONDA CABLE GLAND 1 2 NPT MALE FOR CABLE6 12 MM NICKEL PLATED BRASSP N 7387162 ANACONDA CABLE GLAND 1 2 NPT MALE FOR CABLE,P N 7387162,P N,Negotiable
RADIO DESIGN INDIA PRIVATE LIMITED,RADIO DESIGN INDIA PRIVATE LIMITED 3 31 FIRST FLOOR WEST PATEL NAGAR NEW DELHI PIN 110008 ,India,74153990, 05 0672 01 FP37 RESONATOR FRAME PLATED FOR TELECOM SECTORCAPTIVE CONSUMPTIONS 05 0672 01 FP37 RESONATOR FRAME PLATED FOR TELECOM SECTOR,05 0672,5,Negotiable
VIVO MOBILE INDIA PRIVATE LIMITED,VIVO MOBILE INDIA PVT LTD J 151 PARK PLACE GOLF COURSE ROAD DLF CITY PHASE 5 PIN 122002 ,India,74198090,3544624 SHIELDING CASE CUPRONICKEL PARTS FOR MFG OF MOBILE PHONE PCBA 3544624 SHIELDING CASE CUPRONICKEL PARTS FOR MFG OF MOBIL,3544624 SHIELDING CASE,3544624 SHIELDING,Negotiable
SRI SHANKESHWAR IMPEX,SRI SHANKESHWAR IMPEX 701 SAI SHRADDHA TOWER DEVDAS LANE BORIVALI W MUMBAI MAHARASHTRA PIN 400103 ,India,74182010,BRASS LINUX 6 WAY DIVERTER OVAL PALTE CP BRASS,BRASS LINUX 6,BRASS LINUX,Negotiable
MSS INDIA PRIVATE LIMITED,MSS INDIA PVT LTD H 8 MIDC AREA AMBAD NASIK MAH PIN 422010 ,India,74071059,COPPER PROFILE BSEN13605 CU ETP R240 124 21 X 192 00 MM PF1 X 1 010 00 MM QTY 154 PCS COPPER PROFILE,COPPER PROFILE BSEN13605,COPPER PROFILE,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,56046140 HG HG RAINDRAIN FLEX LINEAR SHOWER DRAIN 1000 MM CUTTABLE FOR FREE MOUNTING BBR56046140 HG HG RAINDRAIN FLEX LINEAR SHOWER DRAIN 1000 MM CU,56046140 HG HG,56046140 HG,Negotiable
RIETER INDIA PRIVATE LIMITED,RIETER INDIA PVT LTD 134 1VADHU ROAD OFF PUNE NAGAR ROADKOREGAON BHIMA TALUKA SHIRURDISTT PUNE MAHARASHTRA PIN 412216 ,India,74121000,842 410 044 ANGULAR SCREW JOINT 4 M5 PARTS FOR TEXTILE MACHINERY 842 410 044 ANGULAR SCREW JOINT 4 M5 PARTS FOR TEXTILE MACH,842 410 044,842 410,Negotiable
HD FIRE PROTECT PRIVATE LIMITED,HD FIRE PROTECT PVT LTD K 98MIDCAJANTA ROAD JALGAON MAHARASHTRA PIN 425003 ,India,74122090,CROSS 1 4 NPT YELLOW BRASS BARSTOCK TYPE 5020533 FOC REPLACEMENT SPARES PARTS OF FIRE FIGHTING EQUIPMENT CROSS 1 4 NPT YELLOW BRASS BARSTOCK TYPE 5020533,CROSS 1 4,CROSS 1,Negotiable
MULTILINE ELECTRONICS PRIVATE LIMITED,MULTILINE ELECTRONICS PVT LTD PARADISE VILLA1ST FLR 22 BHULABHAI DESAI RD MUMBAI PIN 400026 ,India,74102200,COMPOSITE COPPER CLAD MATERIAL 1500 SHEETS CONSISTING OF PAPER EPOXY GLASS CLOTH 1 00MM 35 MICRON COPPER THICKNESSCOMPOSITE COPPER CLAD MATERIAL 1500 SHEETS CONSISTING OF P,COMPOSITE COPPER CLAD,COMPOSITE COPPER,Negotiable
PRIJAI HEAT EXCHANGERS PRIVATE LIMITED,PRIJAI HEAT EXCHANGERS PVT LTD PLOT NO B 25 CHINCHAVLI MIDC TTCINDL AREA NAVI MUMBAI PIN 400708 ,India,74111000,COPPER TUBE SMOOTH 5 8 X 0 9 MM COPPER TUBE SMOOTH 5 8 X 0 9 MM,COPPER TUBE SMOOTH,COPPER TUBE,Negotiable
DYNAMIC CONGLOMERATE PRIVATE LIMITED,DYNAMIC CONGLOMERATE PRIVATE LIMITED201 TOWER 2 RUSTOMJEE OZONE CHS GOREGAON WEST ,India,74153390,COPPER COLUMN STUD 9000 PCS PARTS FOR COMPUTER CASE MODEL NO FINGERS RGB FLOW C2COPPER COLUMN STUD 9000 PCS PARTS FOR COMPUTER CASE MO,COPPER COLUMN STUD,COPPER COLUMN,Negotiable
HYDRO MART INDIA ,Null,India,74122012,PNEUMATIC CONNECTOR BRASS FPCF08 G02 8X1 4 G THREAD PNEUMATIC CONNECTOR BRASS FPCF08 G02 8X1 4 G THREAD,PNEUMATIC CONNECTOR BRASS,PNEUMATIC CONNECTOR,Negotiable
SANDVIK MINING AND ROCK TECHNOLOGY INDIA PRIVATE L,SANDVIK MINING AND ROCK TECHNOLOGY INDIAPRIVATE LI Address C O SANDVIK ASIA PRIVATE LIMITED MUMBAI PUNE ROAD DAPODI,India,74198090,28335810 SEAL MINING MACHINERY PARTS AND CRUSHER MACHINERYPARTS FOR INDUSTRIAL USE 28335810 SEAL MINING MACHINERY PARTS AND CRUSHER MACHINERY,28335810 SEAL MINING,28335810 SEAL,Negotiable
ORIENTAL ENTERPRISE PRIVATE LIMITED,ORIENTAL ENTERPRISE PVT LTD PCC NOTIFIED AREA RANOLI STATION RD RANOLI DIST BARODA PIN 391350 ,India,74198090,DISTANCE TUBE SPARE PARTS FOR TEXTILE MACHINERY DISTANCE TUBE SPARE PARTS FOR TEXTILE MACHINERY ,DISTANCE TUBE SPARE,DISTANCE TUBE,Negotiable
MULTILINE ELECTRONICS PRIVATE LIMITED,MULTILINE ELECTRONICS PVT LTD PARADISE VILLA1ST FLR 22 BHULABHAI DESAI RD MUMBAI PIN 400026 ,India,74102200,COMPOSITE COPPER CLAD MATERIAL 500 SHEETS CONSISTING OF PAPER EPOXY GLASS CLOTH 1 6MM 22 MICRON COPPER THICKNESS COMPOSITE COPPER CLAD MATERIAL 500 SHEETS CONSISTING OF PA,COMPOSITE COPPER CLAD,COMPOSITE COPPER,Negotiable
ALIAXIS UTILITIES AND INDUSTRY PRIVATE LIMITED,ALIAXIS UTILITIES AND INDUSTRY PRIVATE LIMITED Address PLOT NOS L 148 149 VERNA INDUSTRIAL ESTATE ESTATE BEHIND CI,India,74081990,COPPER WIRE ISOTANDRAHT D 0 33 120016 00 COPPER WIRE ISOTANDRAHT D 0 33,COPPER WIRE ISOTANDRAHT,COPPER WIRE,Negotiable
MODERNIZING TRENDS PRIVATE LIMITED,MODERN SALES AGENCY INDIA PVT LTD 9 NAGDEVI CROSS LANE P B NO 3313 MUMBAI MAHARASHTRA PIN 400003 ,India,74122019,ELBOW FITTING WITH WALL SU GZ139 1 2 PEX X 1 2 F GZ139Y003 ELBOW FITTING WITH WALL SU GZ139 1 2 PEX X 1 2 F,ELBOW FITTING WITH,ELBOW FITTING,Negotiable
FEINMETALL INDIA PRIVATE LIMITED,Null,India,74112100,1005355 H732LARD RECEPTACLE 1005355 H732LARD RECEPTACLE,1005355 H732LARD RECEPTACLE,1005355 H732LARD,Negotiable
RADIUM CREATION PRIVATE LIMITED,RADIUM CREATION LTD C 32 TTC INDUSTRIAL AREAMIDC PAWANE NAVI MUMBAI PIN 400705 ,India,74198030,Twisted Round Oval Link Stamping Design Brass Chain 1441 MTR Twisted Round Oval Link Stamping Design Brass Chain 14,Twisted Round Oval,Twisted Round,Negotiable
TRANSFORMERS AND RECTIFIERS INDIA LIMITED,TRANSFORMERS RECTIFIERS INDIA LTD SURVEY NO 427P 3 4 431P 1 2SARKHEJ BAVLA HIGHWAYVILL MORAIYATAL SANAND DIST AHMEDABADGUJARAT PIN 382213 ,India,74091900,COPPER FOIL 1 6 620 COPPER FOIL 1 6 620,COPPER FOIL 1,COPPER FOIL,Negotiable
SUNRAJ INDUSTRIES,SUNRAJ INDUSTRIES 218VEENA INDL ESTATE L B S MARGVIKHROLI W MUMBAIMAHARASHTRA PIN 400083 ,India,74111000,WROUGHT COPPER TUBES FOR REFRIGERATION AND AIR CONDITIONINGPURPOSES 7 94MMX0 57MMX15 24MWROUGHT COPPER TUBES FOR REFRIGERATION AND AIR CONDITIONING,WROUGHT COPPER TUBES,WROUGHT COPPER,Negotiable
GROHE INDIA PRIVATE LIMITED,GROHE INDIA PRIVATE LIMITED C O PERFECT ACCNTG amp SHARED SER E 20 1ST amp 2ND FLOOR HAUZ KHAS NEW DELHI PIN 110016 ,India,74182020,26603A00 RSH SMARTACTIVE SHOWER RAIL 900 SANITARY ACCESSORIES COPPER SANITARY FITTINGS 3 PCS 26603A00 RSH SMARTACTIVE SHOWER RAIL 900 SANITARY ACCESSOR,26603A00 RSH SMARTACTIVE,26603A00 RSH,Negotiable
PLASSER INDIA PRIVATE LIMITED,PLASSER INDIA PVT LTD C O MOHINDER PURI amp CO 1A D VANDHNA BLDG 11 TOLSTOY MARG NEW DELHI PIN 110001 ,India,74153390,LOCK NUT 9008284015 LOCK NUT 9008284015,LOCK NUT 9008284015,LOCK NUT,Negotiable
SANT INTERNATIONAL PRIVATE LIMITED,SANT INTERNATIONAL PRIVATE LIMITED OPP S S FORGINGS G T ROAD BYE PASS NEAR PATHANKOT CHOWK JALANDHAR PIN 144012 ,India,74122090,BRASS FITTINGS F5 EQUAL TEE F5 T1620 X 1620 X 1620 2520PCS FITTINGS FOR PIPE FITTINGS FOR PIPE,BRASS FITTINGS F5,BRASS FITTINGS,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,28494820 AX HG OVERHEAD SHOWER AXOR 240 MM BN WITH AIR INJECTION28494820 AX HG OVERHEAD SHOWER AXOR 240 MM BN WITH AIR INJEC,28494820 AX HG,28494820 AX,Negotiable
SHOGINI TECHNOARTS PVT LTD,SHOGINI TECHNOARTS PVT LTD GAT NO 788 KHED SHIVAPUR TAL HAVELI PUNEMAHARASHTRA PIN 412205 ,India,74101100,COPPER FOIL FOR MFG PCB TYPE HTE 18 MICRON X 510MM COPPER FOIL FOR MFG PCB,COPPER FOIL FOR,COPPER FOIL,Negotiable
KIRLOSKAR CHILLERS PRIVATE LIMITED,KIRLOSKAR CHILLERS PRIVATE LIMITED OFFICE NO 1041ST FLOOR TOWER P 3PENTAGONMAGARPATTA CITY HADAPSARPUNE MAH PIN 411028 ,India,74111000,COPPER TUBE 55 435 30 012 3 88 0 41 0 43 1000 PCS COPPER TUBES 55 435 30 012 3 88 0 41 0 43 1000 PCS ,COPPER TUBE 55,COPPER TUBE,Negotiable
GUJARAT COPPER ALLOYS LIMITED,GUJARAT COPPER ALLOYS LTD 251 AGRASEN BHAVAN THAKURDWAR ROAD MUMBAI M S PIN 400002 ,India,74040012,COPPER SCRAP BERRY AS PER ISRI PSIC NO PSICMSXXXX475701AM26 DT 23 04 2025 COPPER SCRAP BERRY AS PER ISRI PSIC NO PSICMSXXXX475701,COPPER SCRAP BERRY,COPPER SCRAP,Negotiable
PARASMANI TUBES PVT LTD,PARASMANI TUBES PVT LTD2 A D S KOPAL NIWAS BLDG KHETWADI 4TH LANE ,India,74111000,COPPER TUBES ANNEALED SINGLE LAYER PANCAKE COILS ASTM B 68 75 743 LIGHT ANNEALED 12 700MM 0 620MM 15240MM IS10773 1995COPPER TUBES ANNEALED SINGLE LAYER PANCAKE COILS ASTM B 68,COPPER TUBES ANNEALED,COPPER TUBES,Negotiable
BATHLINE INDIA PRIVATE LIMITED,BATHLINE INDIA PVT LTD A 232 OKHLA INDL AREA PHASE I NEW DELHI PIN 110020 ,India,74182020,SANITARY WARE FITTINGS WATER CONNECTION WITH HAND SHOWER CHROMESANITARY WARE FITTINGS WATER CONNECTION WITH HAND SHOWER CHR,SANITARY WARE FITTINGS,SANITARY WARE,Negotiable
BATHLINE INDIA PRIVATE LIMITED,BATHLINE INDIA PVT LTD A 232 OKHLA INDL AREA PHASE I NEW DELHI PIN 110020 ,India,74182020,BATHROOM PRODUCTS PARTS SWING INWALL SHOWER HEAD 12BZG BATHROOM PRODUCTS PARTS SWING INWALL SHOWER HEAD 12BZG,BATHROOM PRODUCTS PARTS,BATHROOM PRODUCTS,Negotiable
STALLION INC ,STALLION INC C 262 SECTOR 63 NEAR POLICE STATION NOIDA UTTAR PRADESH PIN 201302 ,India,74122090,F28080 MULTITUBO METAL PRESS SCREW CONNECTION FT 63 X 2 FT BRASS PLUMBING FITTING F28080 MULTITUBO METAL PRESS SCREW CONNECTION FT 63 X 2 FT,F28080 MULTITUBO METAL,F28080 MULTITUBO,Negotiable
SMC CORPORATION INDIA PRIVATE LIMITED,SMC PNEUMATICS INDIA PRIVATE LIMITED B 94 ASHOKA ENCLAVE PIRAGARHI ROHTAK ROAD NEW DELHI PIN 110087 ,India,74122090,KFH08N 01 COPPER ALLOY FITTING PARTS OF AIR CONTROL EQUIPMENT FOR CAPTIVE CONSUMPTION KFH08N 01 COPPER ALLOY FITTING PARTS OF AIR CONTROL EQUIPME,KFH08N 01 COPPER,KFH08N 01,Negotiable
VIVO MOBILE INDIA PRIVATE LIMITED,VIVO MOBILE INDIA PVT LTD J 151 PARK PLACE GOLF COURSE ROAD DLF CITY PHASE 5 PIN 122002 ,India,74102100,4879950 CONDUCTIVE COPPER FOIL FOR MOBILE PHONE 4879950 CONDUCTIVE COPPER FOIL FOR MOBILE PHONE ,4879950 CONDUCTIVE COPPER,4879950 CONDUCTIVE,Negotiable
VIVO MOBILE INDIA PRIVATE LIMITED,VIVO MOBILE INDIA PVT LTD J 151 PARK PLACE GOLF COURSE ROAD DLF CITY PHASE 5 PIN 122002 ,India,74198090,3500909 BTBFIXEDSUPPORT CUPRONICKEL PARTS FOR MFG OF MOBILE PHONE PCBA 3500909 BTBFIXEDSUPPORT CUPRONICKEL PARTS FOR MFG OF MOBIL,3500909 BTBFIXEDSUPPORT CUPRONICKEL,3500909 BTBFIXEDSUPPORT,Negotiable
PHILIPS INDIA LIMITED,PHILIPS INDIA LTD 7 JUSTICE CHANDRA MADHAB ROAD KOLKATA WEST BENGAL PIN 700020 ,India,74112900,453501014561 FLEX GAS LINE SUPPLY 20 M PARTS FOR MRI MACHINE 453501014561 FLEX GAS LINE SUPPLY 20 M PARTS FOR MRI MAC,453501014561 FLEX GAS,453501014561 FLEX,Negotiable
ELESA AND GANTER INDIA PRIVATE LIMITED,ELESA AND GANTER INDIA PRIVATE LIMITED 27 1ST FLOOR BABAR LANE BANGALI MARKET NEW DELHI PIN 110001 ,India,74153390,MSL 142122 ELEM MRX 80 AV B M10 NERO EG028050 handles MACHINERY PARTS MACHINERY PARTS,MSL 142122 ELEM,MSL 142122,Negotiable
PADGET ELECTRONICS PRIVATE LIMITED,PADGET ELECTRONICS PRIVATE LIMITED Address C 33 PHASE II NOIDA PHASE II GAUTAM BUDH NAGAR Contact No 91921,India,74101100,5460AA000657 COPPER FOIL FOR MANUFACTURING OF MOBILE PHONE BRAND OPPO 5460AA000657 COPPER FOIL FOR MANUFACTURING OF MOBILE PHONE ,5460AA000657 COPPER FOIL,5460AA000657 COPPER,Negotiable
